loan_amnt,term,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,revol_util,total_acc,bad_loan,longest_credit_length,verification_status
20400,60 months,10,OWN,80000,debt_consolidation,PA,18.57,0,67.3,56,0,17,verified
3500,36 months,5,MORTGAGE,51621,medical,FL,19.95,0,90,26,0,17,not verified
16000,60 months,5,RENT,31200,debt_consolidation,NY,15.08,0,75.8,15,0,9,verified
30000,36 months,1,RENT,54000,major_purchase,NC,10.64,0,16.9,10,0,4,verified
10000,36 months,10,RENT,49000,debt_consolidation,FL,23.39,1,54.8,35,0,14,verified
10800,36 months,10,MORTGAGE,117000,home_improvement,FL,10.94,0,19.7,41,0,20,not verified
30000,36 months,10,MORTGAGE,96636,small_business,WI,0.21,0,2,14,0,8,verified
7550,36 months,8,RENT,34560,other,AL,21.94,0,79.6,8,1,7,not verified
5550,36 months,10,MORTGAGE,80000,renewable_energy,CO,26.89,0,51.9,59,0,20,not verified
14675,60 months,0,RENT,25164,debt_consolidation,KY,19.41,0,96.8,8,1,11,verified
15000,60 months,3,MORTGAGE,99000,debt_consolidation,NJ,11.84,0,35.4,34,1,15,verified
14000,60 months,8,MORTGAGE,50000,other,SC,20.33,1,46.2,30,0,27,not verified
28800,36 months,1,RENT,89000,major_purchase,CA,4.27,0,1,21,0,17,verified
22875,60 months,6,MORTGAGE,80000,debt_consolidation,GA,27.33,0,58.6,28,0,23,verified
14000,36 months,1,RENT,122400,credit_card,CA,18.22,0,79.3,26,0,10,verified
6400,60 months,5,RENT,29004,debt_consolidation,FL,11.25,0,89.8,6,1,12,not verified
14500,60 months,4,MORTGAGE,24996,other,TX,15.36,0,0.2,23,0,8,verified
5600,36 months,2,RENT,30996,debt_consolidation,WA,24.74,0,31.5,15,0,11,verified
2000,36 months,5,MORTGAGE,64800,credit_card,CA,5.81,0,69.3,10,0,6,not verified
10000,36 months,3,MORTGAGE,50000,debt_consolidation,GA,16.51,1,33.5,36,0,14,verified
6000,36 months,10,MORTGAGE,55000,debt_consolidation,CT,8.49,0,0,24,0,16,not verified
2100,36 months,6,MORTGAGE,54000,other,OH,8.89,0,36.9,22,0,18,not verified
4500,36 months,3,RENT,23421,debt_consolidation,CA,13.53,1,99.6,11,0,14,not verified
14800,60 months,7,RENT,72000,medical,MA,0.98,0,88.7,12,0,15,verified
29000,60 months,5,MORTGAGE,135000,debt_consolidation,PA,18.33,0,84.4,33,0,14,verified
14125,60 months,5,RENT,32400,debt_consolidation,MO,20.3,0,78.8,8,0,10,not verified
9000,36 months,3,RENT,60000,debt_consolidation,NJ,15.02,0,22.9,20,0,8,verified
23075,60 months,4,MORTGAGE,130000,debt_consolidation,CO,5.04,0,65.7,14,0,12,verified
28000,36 months,8,MORTGAGE,240000,small_business,MI,3.77,0,39.1,17,0,10,verified
5100,36 months,10,MORTGAGE,58800,home_improvement,IL,23.82,0,69.7,35,0,12,not verified
14400,60 months,10,MORTGAGE,59000,credit_card,PA,15.95,0,26.5,38,0,17,not verified
7200,36 months,5,RENT,61490,debt_consolidation,TX,19.32,0,29.2,24,0,14,verified
3000,36 months,10,MORTGAGE,133000,credit_card,MA,16.36,0,88.4,31,0,21,verified
5600,60 months,3,RENT,24000,car,CA,3.75,0,8.3,4,0,12,not verified
5000,36 months,2,MORTGAGE,78400,other,RI,11.68,4,94.3,19,0,7,verified
6825,36 months,0,RENT,73000,debt_consolidation,FL,14.56,0,67.2,25,0,13,verified
2400,36 months,7,MORTGAGE,130000,other,CA,7.78,0,15.1,41,0,22,verified
6000,36 months,2,RENT,36000,debt_consolidation,CA,11.17,0,23.5,19,0,18,not verified
35000,60 months,5,MORTGAGE,105000,debt_consolidation,PA,13.47,0,96.4,41,0,21,verified
14750,36 months,10,MORTGAGE,69500,other,OH,17.82,0,37.8,38,0,14,verified
15600,60 months,5,RENT,73358.28,debt_consolidation,TX,10.8,0,21,32,0,12,not verified
8000,36 months,10,OWN,52000,other,MA,9.02,0,48.8,33,0,22,verified
7000,36 months,4,RENT,48409.6,debt_consolidation,PA,17.38,1,10,22,0,6,verified
5500,36 months,9,MORTGAGE,90080.61,credit_card,CA,6.73,0,25.74,7,0,10,not verified
13400,60 months,5,RENT,52000,debt_consolidation,IL,20.58,2,98.2,21,0,11,not verified
8000,36 months,4,RENT,43000,debt_consolidation,FL,19.84,0,56,18,0,6,not verified
24000,36 months,10,MORTGAGE,65000,debt_consolidation,WA,14.1,0,67.6,46,0,18,verified
24000,36 months,4,RENT,124080,debt_consolidation,NJ,8.14,0,61.8,29,0,6,verified
10000,36 months,6,MORTGAGE,120000,debt_consolidation,NY,17.06,1,55.1,27,0,11,not verified
6000,36 months,1,MORTGAGE,108000,major_purchase,CA,2.16,0,55.5,8,0,16,verified
18000,36 months,9,MORTGAGE,63000,other,MA,7.5,0,0,32,0,20,verified
12000,36 months,0,MORTGAGE,67000,debt_consolidation,CO,14.6,1,47.9,22,0,11,verified
12000,60 months,3,RENT,50000,debt_consolidation,CT,12.98,0,33.1,17,0,12,not verified
5000,36 months,10,MORTGAGE,125000,other,MD,8.34,0,67.6,25,0,15,not verified
11125,36 months,3,MORTGAGE,193086,wedding,VA,17.15,0,41.6,21,0,12,verified
19800,60 months,2,MORTGAGE,45000,home_improvement,NC,11.84,0,40.2,11,0,18,not verified
6100,60 months,2,MORTGAGE,30000,debt_consolidation,KY,18.12,0,57.4,15,1,12,verified
4500,36 months,3,RENT,19600,debt_consolidation,NY,23.45,0,43,15,0,6,verified
3000,36 months,2,OWN,32000,debt_consolidation,KS,23.44,0,4.1,41,0,14,not verified
30000,36 months,10,MORTGAGE,125000,debt_consolidation,AR,14.46,0,53.9,45,0,24,verified
11975,36 months,3,RENT,30000,credit_card,KY,21.48,0,65.8,19,0,10,verified
8000,36 months,0,RENT,90000,debt_consolidation,CA,15,0,35.1,28,0,8,verified
12000,36 months,8,MORTGAGE,132750,debt_consolidation,CA,13.75,0,56.1,13,0,8,verified
12000,60 months,10,MORTGAGE,71000,vacation,CA,0.91,0,12.1,26,0,14,verified
12000,36 months,9,RENT,60500,debt_consolidation,CO,13.84,0,57.3,18,0,11,verified
20000,60 months,10,MORTGAGE,48000,other,CA,3.08,0,2.6,6,0,17,verified
1500,36 months,1,RENT,12000,major_purchase,GA,24.4,0,33,14,0,18,verified
4800,36 months,0,RENT,21600,debt_consolidation,CA,11.5,1,73.7,20,0,6,verified
25975,60 months,10,MORTGAGE,72702.24,debt_consolidation,GA,24.94,0,68.7,22,0,29,verified
6400,36 months,6,MORTGAGE,39000,wedding,FL,20.8,0,0,11,0,5,verified
6000,36 months,0,RENT,32000,major_purchase,WV,18.94,0,91.5,16,0,12,verified
2600,36 months,6,MORTGAGE,63000,small_business,NJ,4.43,0,0,27,1,19,not verified
3300,36 months,4,MORTGAGE,79100,credit_card,PA,13.11,0,23.1,14,0,29,not verified
9600,36 months,7,RENT,65450,debt_consolidation,MA,23.91,0,77.2,47,0,14,not verified
9975,36 months,0,RENT,72000,wedding,CO,1.27,0,0.9,18,0,12,verified
12000,36 months,4,MORTGAGE,87600,debt_consolidation,CA,17.73,0,93.5,24,0,39,not verified
9250,36 months,1,RENT,40000,debt_consolidation,CA,22.38,0,68.7,10,1,7,verified
9500,36 months,5,MORTGAGE,47300,major_purchase,IL,0.28,0,5.2,8,0,7,verified
20250,60 months,6,MORTGAGE,51600,debt_consolidation,WA,20.93,0,51.6,21,1,8,verified
20000,60 months,10,MORTGAGE,54000,other,MI,10.11,1,31.3,36,1,12,verified
20000,60 months,4,MORTGAGE,51000,home_improvement,FL,17.41,0,48.3,23,0,14,verified
3250,36 months,3,MORTGAGE,45292.8,major_purchase,MO,23.84,0,55.7,29,1,13,not verified
3000,36 months,1,RENT,20000,debt_consolidation,OR,19.2,0,94.4,13,1,13,not verified
5000,36 months,10,MORTGAGE,84000,house,GA,12.31,0,47.6,47,0,15,verified
20000,36 months,10,MORTGAGE,96000,debt_consolidation,CA,6.89,0,13.7,40,0,18,not verified
9000,36 months,0,MORTGAGE,102500,debt_consolidation,WA,9.05,1,31.6,19,0,12,verified
3000,36 months,9,MORTGAGE,48156,other,FL,0,0,0,8,0,8,verified
8000,36 months,5,MORTGAGE,1.00E+05,home_improvement,TX,12.64,0,33.1,40,0,14,not verified
11000,36 months,3,RENT,46000,debt_consolidation,WI,14.71,0,69.9,29,0,12,verified
18000,36 months,10,MORTGAGE,54000,debt_consolidation,TX,25.58,0,43.8,63,0,15,verified
15000,36 months,7,MORTGAGE,75000,debt_consolidation,NY,4.11,0,35.1,22,0,12,verified
16750,36 months,1,OWN,34000,debt_consolidation,CA,18.11,0,39.6,11,0,10,not verified
14500,36 months,8,MORTGAGE,70572,debt_consolidation,MA,5.44,0,32.2,23,0,19,verified
35000,60 months,10,MORTGAGE,136750,small_business,KS,5.44,0,47.4,24,0,11,verified
2500,36 months,2,RENT,36000,home_improvement,CA,17.87,0,33.5,10,1,9,verified
16000,36 months,10,RENT,69000,debt_consolidation,FL,14.57,0,20.1,39,0,16,verified
35000,60 months,9,MORTGAGE,254616,debt_consolidation,TX,12.56,1,61.4,63,1,22,verified
7125,36 months,6,MORTGAGE,20004,debt_consolidation,GA,23.1,0,27.2,21,0,9,verified
30000,60 months,10,RENT,99996,debt_consolidation,CA,17.75,0,29.5,31,0,18,verified
4000,36 months,2,RENT,80000,credit_card,FL,22.16,0,71.5,13,0,25,verified
15450,60 months,10,MORTGAGE,70000,debt_consolidation,FL,21.62,0,94.6,17,0,14,verified
6700,36 months,10,MORTGAGE,58000,home_improvement,MO,11.5,0,33.3,27,0,14,verified
20000,60 months,10,MORTGAGE,120000,debt_consolidation,HI,23.37,0,22.6,22,0,13,verified
17000,36 months,10,MORTGAGE,60000,debt_consolidation,NM,6.62,0,58.5,24,0,18,not verified
1000,36 months,10,MORTGAGE,42000,other,FL,17.83,0,88,18,0,11,not verified
8000,36 months,7,RENT,74000,moving,NJ,2.59,0,27.1,16,0,12,not verified
8400,36 months,5,RENT,62004,debt_consolidation,MO,13.93,0,57.8,26,0,7,not verified
20000,60 months,1,RENT,55000,credit_card,NY,18.44,0,67.3,21,0,9,verified
5200,36 months,2,MORTGAGE,60000,medical,CA,16.64,0,18.8,14,0,17,verified
25000,60 months,8,MORTGAGE,96000,moving,CA,15.4,0,80.1,36,1,26,verified
7125,36 months,0,RENT,52000,credit_card,MD,29.93,0,40.3,33,0,11,verified
8000,36 months,7,RENT,31200,debt_consolidation,CA,15.12,0,81.3,6,0,7,not verified
9600,36 months,7,RENT,34000,debt_consolidation,KS,4.45,0,37.8,10,0,6,verified
21000,36 months,1,MORTGAGE,74800,credit_card,CA,18.16,0,74.4,35,0,30,verified
12000,60 months,0,MORTGAGE,118404,home_improvement,DC,8.39,1,1.7,31,0,7,verified
2000,36 months,10,RENT,56000,moving,CA,17.12,0,57.7,23,1,22,not verified
18000,36 months,2,RENT,140000,debt_consolidation,GA,5.77,0,87.3,11,0,18,verified
15000,36 months,10,MORTGAGE,84000,debt_consolidation,CA,0.6,0,15.4,18,0,19,verified
14000,36 months,8,MORTGAGE,2.00E+05,major_purchase,SC,1.21,0,0,19,0,12,verified
5000,36 months,3,RENT,34900,debt_consolidation,CA,8.56,0,12.7,3,0,4,not verified
8000,36 months,5,RENT,44000,debt_consolidation,MO,19.85,0,55.8,22,0,4,not verified
10750,36 months,10,MORTGAGE,81000,debt_consolidation,CT,11.75,0,27.8,24,0,16,verified
3325,36 months,2,RENT,37000,major_purchase,TX,13,0,19.8,20,0,16,not verified
3000,36 months,7,RENT,33000,moving,FL,22.36,0,57.4,16,0,20,not verified
12000,60 months,3,OWN,24500,debt_consolidation,VA,13.86,0,43.6,17,0,12,verified
15000,36 months,2,MORTGAGE,85000,home_improvement,TX,10.69,0,20.5,21,0,10,not verified
12000,36 months,0,RENT,32500,debt_consolidation,IL,12.85,0,77.9,24,1,12,verified
1800,36 months,1,RENT,21360,debt_consolidation,MN,7.47,0,62.6,4,0,7,not verified
6000,36 months,3,MORTGAGE,103000,major_purchase,MI,5.06,0,36.4,18,0,17,not verified
15000,60 months,7,RENT,61000,debt_consolidation,WV,14.58,0,45.9,17,0,18,verified
2400,36 months,2,MORTGAGE,27840,credit_card,CA,10.13,0,12.3,23,0,34,not verified
4325,36 months,1,RENT,48000,credit_card,CA,20.45,0,32.4,24,1,14,not verified
4000,36 months,6,RENT,30000,debt_consolidation,CA,13.08,0,69.3,3,0,4,not verified
3400,36 months,5,RENT,60000,wedding,IL,0.84,1,50.3,9,0,17,verified
9500,36 months,1,RENT,61000,debt_consolidation,WA,24.65,0,65,9,0,8,not verified
3275,36 months,10,MORTGAGE,1.00E+05,debt_consolidation,NM,24.88,0,48.5,50,0,17,not verified
16750,36 months,9,RENT,46272,debt_consolidation,AZ,19.16,0,67.3,12,0,15,verified
10000,36 months,3,RENT,69228,debt_consolidation,FL,13.38,0,43.2,17,0,10,not verified
12300,60 months,3,MORTGAGE,26004,home_improvement,MI,12.46,0,46.5,32,1,5,verified
9000,36 months,7,MORTGAGE,50000,debt_consolidation,CO,6.98,0,15,15,0,11,verified
20675,60 months,10,MORTGAGE,92000,credit_card,CA,14.95,0,60.3,25,0,26,verified
5000,36 months,0,RENT,62000,home_improvement,FL,1.68,1,21.5,13,0,9,verified
25000,60 months,3,MORTGAGE,105500,debt_consolidation,SC,5.61,0,26.9,21,0,5,verified
10000,36 months,0,RENT,38000,debt_consolidation,TX,10.64,0,76.8,17,0,12,verified
4400,36 months,10,RENT,30000,other,AR,19.44,0,54.9,8,0,11,verified
2000,36 months,10,MORTGAGE,36000,small_business,NC,8,0,39.4,15,0,13,not verified
25000,36 months,1,RENT,108000,debt_consolidation,CA,18.43,0,78.8,20,0,13,verified
8000,36 months,4,OWN,39480,debt_consolidation,LA,29.42,0,38.1,37,0,11,verified
7500,36 months,6,RENT,38500,credit_card,NC,8.76,0,45.6,8,0,12,not verified
35000,60 months,8,MORTGAGE,130000,major_purchase,CA,6.22,0,0.3,13,0,12,verified
35000,60 months,10,OWN,66000,other,NY,13.36,0,35.1,15,0,14,verified
9000,36 months,10,OWN,336000,debt_consolidation,VA,2.85,0,61.5,20,0,34,not verified
10000,36 months,1,RENT,54996,major_purchase,CA,17.78,0,0,25,0,12,not verified
4000,36 months,3,RENT,26400,major_purchase,FL,17.27,0,20.9,7,1,7,not verified
15000,60 months,5,MORTGAGE,150000,home_improvement,NJ,8.1,0,81.1,28,1,12,verified
4800,36 months,10,MORTGAGE,99996,other,PA,8.8,0,98.8,22,0,24,verified
35000,60 months,1,MORTGAGE,75000,small_business,PA,0.66,0,7.6,15,0,14,verified
14000,36 months,2,RENT,77700,debt_consolidation,AR,12.62,0,70.8,49,0,14,verified
8000,36 months,0,MORTGAGE,70000,wedding,OH,13.18,0,7.8,26,0,8,verified
6000,36 months,10,RENT,45000,debt_consolidation,CA,5.44,0,51.5,7,0,8,verified
18000,36 months,3,RENT,95000,debt_consolidation,CA,12.63,0,67.1,22,0,18,verified
3750,36 months,0,RENT,25200,debt_consolidation,CA,9.86,0,70.1,7,0,8,verified
13000,36 months,10,MORTGAGE,51000,home_improvement,MO,23.27,0,36,36,0,16,verified
2000,36 months,8,MORTGAGE,60000,car,OH,27.12,0,58,31,0,21,not verified
35000,60 months,0,MORTGAGE,51996,home_improvement,PA,5.54,0,12.7,7,1,12,verified
8400,60 months,5,RENT,27000,wedding,RI,9.87,0,62.9,14,0,9,verified
17000,60 months,9,MORTGAGE,93996,debt_consolidation,OK,6.28,0,0,20,0,16,not verified
12000,36 months,2,MORTGAGE,96000,other,MN,12.29,0,20.9,47,0,18,not verified
8500,36 months,1,RENT,24000,debt_consolidation,CA,23.25,0,2.7,8,0,9,verified
23000,60 months,2,RENT,60000,debt_consolidation,CA,10.86,0,0,14,1,23,verified
4000,36 months,2,MORTGAGE,1.00E+05,home_improvement,TX,5.7,0,2.2,11,0,5,not verified
18000,36 months,0,RENT,50000,debt_consolidation,MA,14.98,0,54.1,30,0,10,verified
8000,60 months,10,OWN,117300,other,TX,20.98,0,77.1,36,1,14,verified
5000,36 months,1,RENT,88000,vacation,IL,14.66,0,33.4,47,0,13,not verified
20000,60 months,9,MORTGAGE,80000,home_improvement,FL,8.59,0,23.3,34,0,17,verified
20000,60 months,10,MORTGAGE,73000,credit_card,KY,24.64,0,67.8,33,0,19,verified
14500,60 months,3,MORTGAGE,150000,wedding,TX,17.15,0,38.4,63,0,10,verified
8250,36 months,1,RENT,25200,credit_card,CO,24.19,0,41,11,0,7,verified
35000,60 months,9,MORTGAGE,163000,debt_consolidation,NY,3.7,0,39.7,26,0,8,verified
7000,36 months,5,RENT,30000,debt_consolidation,FL,18.72,0,79,26,0,12,verified
11000,36 months,10,MORTGAGE,82500,home_improvement,TX,12.76,0,36.1,18,0,19,verified
8000,36 months,3,MORTGAGE,78000,debt_consolidation,RI,12.8,0,21.5,26,0,12,not verified
11200,36 months,4,RENT,68000,debt_consolidation,CA,18.92,0,83.4,22,0,16,verified
12600,60 months,10,MORTGAGE,1.00E+05,small_business,WI,19.44,1,51.7,17,0,14,not verified
14700,60 months,3,MORTGAGE,60000,home_improvement,NY,3.84,0,48.5,9,0,9,not verified
2000,36 months,4,RENT,20400,other,OH,8,0,99.3,4,0,4,verified
14000,60 months,4,MORTGAGE,150060,debt_consolidation,AL,12.32,0,64,39,0,19,not verified
3000,36 months,7,RENT,32000,credit_card,PA,16.99,0,31.1,20,0,17,verified
6600,36 months,10,OWN,26400,car,MI,13.45,0,12.4,30,0,27,verified
11000,36 months,3,MORTGAGE,42000,small_business,MA,14.94,0,3.9,28,1,12,not verified
19750,60 months,1,MORTGAGE,107000,other,NV,18,1,97.1,23,0,16,verified
6500,60 months,4,MORTGAGE,69000,debt_consolidation,GA,15.08,0,66.8,16,0,7,not verified
20500,36 months,9,MORTGAGE,65000,debt_consolidation,GA,26.84,0,23.1,25,0,17,verified
8175,36 months,10,RENT,140000,credit_card,CA,22.55,0,66.6,18,0,17,verified
18000,60 months,0,MORTGAGE,160000,debt_consolidation,MD,28.35,0,37.5,52,0,17,verified
24000,36 months,1,MORTGAGE,107000,other,NY,9.85,1,61.3,40,0,23,verified
20700,60 months,10,MORTGAGE,67200,debt_consolidation,FL,21.57,1,64,28,1,11,not verified
10625,36 months,10,MORTGAGE,60785,debt_consolidation,MD,20.18,0,80.2,32,0,11,verified
2000,36 months,3,MORTGAGE,15000,debt_consolidation,NC,16.88,0,76,6,1,3,not verified
2500,36 months,4,MORTGAGE,96000,debt_consolidation,FL,15.96,0,38.3,20,0,9,verified
14125,36 months,10,MORTGAGE,75000,debt_consolidation,KY,21.74,0,68.3,19,0,19,verified
35000,36 months,7,MORTGAGE,170000,credit_card,TX,21.83,0,51.9,36,0,14,verified
5000,36 months,2,MORTGAGE,62000,debt_consolidation,NC,12.75,0,6.1,21,0,12,not verified
6400,36 months,4,RENT,70000,debt_consolidation,VA,2.42,0,23.9,23,0,3,verified
2500,36 months,10,RENT,70000,major_purchase,NV,4.68,1,82.5,10,0,9,verified
15000,36 months,4,MORTGAGE,2.00E+05,home_improvement,SC,20.68,0,70.3,54,0,18,not verified
1775,36 months,5,RENT,22800,small_business,CA,26.47,0,7.8,25,0,6,verified
21600,60 months,10,MORTGAGE,32160,small_business,NC,0.37,0,11.5,10,1,16,verified
10000,60 months,2,MORTGAGE,96000,home_improvement,OH,19.06,0,28.9,49,0,17,verified
25000,60 months,10,OWN,82000,debt_consolidation,NY,18.25,1,50.3,23,1,19,verified
10750,36 months,10,MORTGAGE,1.00E+05,debt_consolidation,IL,21.53,0,17.8,23,0,14,not verified
30000,36 months,3,RENT,160000,debt_consolidation,CA,6.33,0,92,15,0,11,verified
8625,36 months,4,MORTGAGE,45000,home_improvement,SC,17.64,0,38.1,29,0,21,verified
11000,36 months,2,RENT,45504,debt_consolidation,TX,22.68,0,48.6,26,0,7,verified
2300,36 months,1,RENT,30000,moving,MT,5.4,0,41,14,0,6,not verified
24000,36 months,8,RENT,135000,debt_consolidation,DC,7.08,0,64.1,17,0,13,verified
6500,60 months,2,MORTGAGE,45000,debt_consolidation,SC,20.91,0,80.9,17,1,12,verified
9600,36 months,5,RENT,45996,debt_consolidation,NY,8.58,0,25.6,15,0,6,verified
10000,36 months,2,RENT,65900,debt_consolidation,NY,8.19,0,14.9,9,0,6,verified
8000,36 months,10,MORTGAGE,39000,debt_consolidation,TX,9.35,0,40.2,24,0,13,not verified
4775,36 months,1,MORTGAGE,57000,small_business,CT,18.6,1,35.7,20,1,11,verified
20000,60 months,5,RENT,62550,debt_consolidation,NY,24.63,0,36.9,34,1,13,verified
3400,36 months,0,RENT,35000,debt_consolidation,NY,2.64,0,63.8,13,0,6,verified
24000,36 months,10,MORTGAGE,135000,debt_consolidation,CA,19.56,0,83.9,63,0,28,verified
8225,36 months,10,MORTGAGE,84000,major_purchase,AZ,17.51,0,60.1,18,0,27,verified
4325,36 months,10,MORTGAGE,44300,credit_card,FL,5.47,0,35.2,34,0,17,verified
4000,36 months,5,MORTGAGE,35000,home_improvement,AL,2.57,0,24.9,7,1,8,verified
14000,36 months,6,MORTGAGE,66675,home_improvement,NJ,6.32,0,99,14,0,18,not verified
2000,36 months,1,RENT,80000,other,CA,0.65,0,21.2,7,0,8,not verified
11050,36 months,10,MORTGAGE,48712.44,small_business,CA,18.91,0,36.5,16,0,28,not verified
11200,36 months,10,RENT,55259,debt_consolidation,KY,22.96,1,85.6,19,0,12,verified
6800,36 months,2,OWN,35000,credit_card,SC,9.12,0,39.8,18,0,5,not verified
9600,36 months,0,RENT,39000,debt_consolidation,MA,9.54,0,28.8,18,0,11,verified
25000,60 months,1,RENT,124000,small_business,NJ,7.35,0,0,21,0,10,verified
22000,36 months,10,MORTGAGE,90000,credit_card,CA,14.63,0,16.3,33,0,33,verified
25000,60 months,10,MORTGAGE,95000,home_improvement,GA,7.1,3,22.3,27,0,29,verified
11000,36 months,2,RENT,40000,debt_consolidation,NJ,10.8,0,94.2,6,0,9,not verified
2000,36 months,1,RENT,48000,major_purchase,CA,18.05,1,87.9,9,0,7,verified
7000,36 months,10,OWN,91000,major_purchase,NC,12.17,0,9.6,28,0,17,verified
12000,36 months,7,MORTGAGE,85000,other,FL,10.77,0,9.6,21,0,24,verified
12000,60 months,1,MORTGAGE,44400,debt_consolidation,OK,16.38,0,28.4,63,0,15,not verified
25000,60 months,7,MORTGAGE,81996,debt_consolidation,GA,24.19,1,19.8,33,0,18,verified
3600,36 months,3,RENT,36000,credit_card,CA,4.67,0,81.5,7,0,12,not verified
4025,36 months,10,MORTGAGE,106000,home_improvement,CA,15.44,1,5,13,0,13,not verified
5125,36 months,5,RENT,60000,debt_consolidation,MD,22.88,0,34.8,26,1,19,not verified
22000,36 months,0,RENT,103000,debt_consolidation,FL,9.38,0,92.7,27,0,10,not verified
10000,36 months,1,RENT,84000,major_purchase,AZ,8.67,0,11,7,0,8,verified
6000,36 months,10,RENT,63000,debt_consolidation,IL,20.08,0,74.5,25,1,35,not verified
5000,36 months,10,RENT,72000,debt_consolidation,MA,16.2,0,80,27,0,14,verified
12000,36 months,4,RENT,51600,debt_consolidation,TX,19.05,0,26.8,15,0,9,verified
19600,60 months,10,MORTGAGE,72000,debt_consolidation,CA,16.62,0,62.9,24,1,23,verified
6000,36 months,3,RENT,41000,major_purchase,MD,0,1,0,7,0,15,verified
2125,36 months,4,MORTGAGE,46000,debt_consolidation,NM,8.14,0,83.3,7,0,8,verified
12000,60 months,1,MORTGAGE,34320,other,MN,11.89,1,9.8,29,0,13,verified
7700,36 months,7,RENT,65000,major_purchase,CA,10.45,0,6.8,20,0,14,not verified
9600,36 months,3,RENT,65000,small_business,CO,27.33,1,0,12,1,34,verified
10650,36 months,2,MORTGAGE,48000,home_improvement,NY,26.47,0,25.5,12,0,7,verified
6000,36 months,6,MORTGAGE,1.00E+05,debt_consolidation,HI,12.62,0,78.5,11,0,17,verified
17000,60 months,10,MORTGAGE,57000,credit_card,GA,23.41,0,37.1,36,1,21,verified
11600,36 months,0,MORTGAGE,85000,debt_consolidation,WV,14.26,0,35.7,16,0,16,verified
19475,60 months,1,RENT,80000,small_business,WI,22.67,0,55.2,28,1,14,not verified
11100,60 months,10,MORTGAGE,70304,home_improvement,IL,12.6,0,60,46,0,13,verified
13475,60 months,4,RENT,121392,debt_consolidation,CA,15.72,2,0,16,0,5,verified
26000,60 months,10,OWN,78000,other,CA,21.18,0,82.4,18,1,23,verified
4000,36 months,9,MORTGAGE,75000,other,CA,1.33,0,36.8,11,0,10,verified
9400,36 months,4,MORTGAGE,214200,medical,NJ,13.38,0,70,19,0,17,not verified
8000,36 months,5,OWN,37000,car,GA,9.21,0,0,10,0,6,verified
8400,36 months,0,MORTGAGE,90996,debt_consolidation,CA,24.85,1,4.6,40,0,17,verified
16800,60 months,3,MORTGAGE,85000,debt_consolidation,MA,10.73,0,11.8,39,0,16,not verified
12000,60 months,3,MORTGAGE,40000,debt_consolidation,WA,12.39,0,85.5,12,1,15,not verified
3000,36 months,5,MORTGAGE,44160,home_improvement,WA,18.99,0,99.2,25,0,14,not verified
7500,36 months,9,MORTGAGE,54500,credit_card,NJ,14.6,1,42.2,30,0,16,not verified
16000,36 months,6,RENT,50000,credit_card,VA,22.06,0,66.2,4,0,14,not verified
16800,36 months,3,MORTGAGE,60000,debt_consolidation,TX,19.98,0,78.4,23,0,7,verified
12500,36 months,8,OWN,47000,major_purchase,SC,2.83,0,7.8,14,0,16,verified
7450,36 months,6,RENT,55000,credit_card,NY,19.53,0,55.6,20,0,9,verified
35000,60 months,0,MORTGAGE,60000,moving,MT,12.5,0,59.3,30,0,16,verified
12000,36 months,5,MORTGAGE,80000,home_improvement,VA,11.63,0,0.4,17,0,17,verified
6000,36 months,10,RENT,38000,other,CA,7.29,0,81.1,7,1,10,verified
12000,60 months,10,OWN,1.00E+05,debt_consolidation,KS,8.44,0,12,17,0,35,verified
7800,36 months,1,RENT,40000,debt_consolidation,WI,15.84,0,29.1,18,0,13,not verified
20000,60 months,10,MORTGAGE,84000,debt_consolidation,MD,15.61,0,97.8,21,0,18,verified
3500,36 months,5,RENT,35500.2,moving,NC,18.02,0,8.7,12,0,10,not verified
14000,36 months,7,OWN,33000,debt_consolidation,SC,14.95,0,46,28,0,15,not verified
10000,60 months,1,RENT,33280,debt_consolidation,VA,18.14,0,99,11,1,9,verified
8000,36 months,10,RENT,62000,home_improvement,DC,14.73,0,23.1,20,0,13,verified
35000,60 months,3,MORTGAGE,85000,other,MI,11.04,0,15.6,24,0,19,verified
4000,36 months,4,RENT,30000,other,NC,4.84,0,71.2,7,0,12,verified
14200,36 months,10,MORTGAGE,53549.88,debt_consolidation,FL,12.84,0,29.9,31,0,19,verified
14400,60 months,3,OWN,52000,debt_consolidation,TX,24.81,0,28.2,39,0,13,not verified
16000,36 months,3,MORTGAGE,105000,debt_consolidation,OK,21.74,0,64.4,46,0,16,verified
2400,36 months,0,RENT,1.00E+05,debt_consolidation,DC,1.54,0,93.6,12,0,17,verified
19200,36 months,10,MORTGAGE,65000,credit_card,NY,10.82,0,18.7,28,0,17,not verified
8000,36 months,4,RENT,70000,debt_consolidation,OH,10.15,0,5.6,19,0,4,verified
4500,36 months,10,RENT,61828.08,debt_consolidation,IL,12.6,0,99.7,17,0,12,verified
3600,36 months,5,MORTGAGE,65592,other,WY,19.52,0,86,15,0,5,not verified
13000,60 months,1,RENT,36360,car,AL,4.82,0,41.2,20,0,9,not verified
3500,36 months,0,RENT,30000,small_business,CA,23.12,0,5.6,13,0,16,verified
7000,36 months,4,MORTGAGE,75000,wedding,SC,26.75,0,30,29,0,16,verified
3000,36 months,8,MORTGAGE,53000,home_improvement,KS,19.4,1,42.3,30,0,21,verified
